tweet_no,SENTENCES,Golden
846,"new and important: Russian disinfo campaign aims to undermine confidence in US covid vaccines, via ⁦@mgordonwsj⁩ ⁦@dnvolz⁩ https://t.co/CLcNKFR1lq",1
847,"Watch the video and let’s help spread the facts about Covid-19 vaccines and vaccination now that the Vaccine is here To register for #COVID19 Vaccination, visit @NphcdaNG website https://t.co/9lu8KypWEV #YesToCovid19Vaccine https://t.co/d8WEmqGMy0",0
848,"We found people who were denied COVID vaccines—even when they brought ID that fit a site’s stated rules. These policies are inconsistent, sometimes arbitrary. Walgreens, Albertsons and LA now say they're working to ensure qualified people aren’t rejected. https://t.co/x38ndAU62U",1
849,📣 BREAKING NEWS: The EU has authorised the fourth #COVID19 vaccine → Janssen (Johnson &amp; Johnson). The authorisation process in place ensures that any vaccine on the EU market is safe and effective. More 👉 https://t.co/G5f0tS6bAH #StrongerTogether #VaccinesWork https://t.co/dlDmQ0PoYz,1
850,"Jen Psaki tells @nancycordes the Biden administration is planning for an oversupply of COVID vaccines because they still don't know which vaccine will be most effective on kids, as well as the impact of variants or the need for booster shots https://t.co/yKcu17BfYn https://t.co/t33QFTfOHc",1
851,"Honestly, we should have nationalized Ticketmaster during the COVID-19 crisis and used their ancient but mostly reliable technology to keep up a website up when everyone is trying to buy a ticket to book vaccines for people. And also we would've gotten rid of ticketmaster.",0
852,"Today, Malawi received #COVID19 vaccine doses shipped via the COVAX Facility, a partnership between @WHO , @gavi , @MalawiUNICEF and @CEPIvaccines . Another step towards #VaccineEquity. Read more about it here👇 https://t.co/CRJMKUy3BH",1
853,"COVID-19 vaccines: safe, effective, and probably prevent transmission as well as disease A lot of good news ping @CaulfieldTim @MackayIM @TheSciBabe https://t.co/4dMA9OhXgE",1
854,Get the facts about the #COVID19 vaccine from @NYCHealthCommr: ✅The vaccines are safe and offer strong protection from COVID-19 ✅The vaccines are more than 94% effective ✅You cannot get COVID-19 from a vaccine Learn more: https://t.co/BHibl51DtZ https://t.co/raW9ddRQOR,1
855,All 3 vaccines currently available in the U.S. offered extraordinary protection against hospitalizations and deaths from COVID-19 in clinical trials. Health officials are urging people to take whatever vaccine they’re offered when it’s available https://t.co/GfjxR6HANU,1
856,"BREAKING: Biden plans to direct all states, tribes, and territories to make COVID vaccines available to all eligible adults in the country by May 1 https://t.co/1bPUs0hYum",1
857,"Together with our partners, @gavi @WHO @CEPIvaccines, we are doing everything possible to ensure people around the world have access to safe, effective Covid-19 vaccines, wherever they live and regardless of income level. More from CEO Pascal Soriot: https://t.co/gQp9VDTsTz https://t.co/NuTuThUaFV",0
858,"#LargestVaccineDrive #Unite2FightCorona Covid vaccines are almost 100% efficacious in preventing Covid deaths, severe Covid disease and complications. - Dr Rakesh Kumar, Former Joint Secretary, Ministry of Heath and Family Welfare, Government of India https://t.co/S42jhxT3c7",1
859,"More patience = less patients. Vaccines are here and many more are coming, but the vast majority of people don’t have vaccine-induced immunity yet. https://t.co/Qb5wqzcseQ",1
860,"@AmyKremer If it weren’t for President Donald J Trump, 520,000 American wouldn’t be dead of COVID-19. There are vaccines because of the scientists at Moderna, Pfizer, BioNTech and Johnson &amp; Johnson.",1
861,"No line for Pfizer vaccines at UCSF Fresno COVID-19 Equity Project right now (3/11/21, 10:40 am). Open on a first-come, first-served drive thru basis to people 65+, education and childcare, emergency services, food and ag and health care. https://t.co/eDQOi9Mv3U https://t.co/DmXQGIcSDS",1
862,"‘The vaccine is permissible. The vaccine does not lead to change in the DNA or future genetic changes.’ Muhammad Ali Tanveer, Imam at Southampton Medina Mosque, received the #COVIDVaccine and reassures his community that it is safe. https://t.co/1e3nCAUFcB https://t.co/Hthh6Db6tT",1
863,"This is a remarkable piece of influenza work: ventilation as an offset for immunization requirements in high school environments Big implications as we wait for covid vaccine supply for teachers, and safe vaccines for kids H/t @akm5376 https://t.co/CYCkF83qnp",0
864,"Great to see the first vaccines through UK-supported #COVAX now in Kenya, as well as other countries across Africa. I saw first-hand how the UK and Kenya are working together to further develop the COVID-19 vaccine through partnership between @KEMRI_Kenya and @OxfordVacGroup https://t.co/lp1FE4SLvG",1
865,PRAYING HARD FOR A VERY GOOD EFFECT OF THE VACCINE IN YOUR COMMUNITY AND CLAIMING &amp; PRAYING THE VACCINES WILL STOP THE EXISTENCE OF COVID-19 &amp; NO MORE VIRUS TO COME IN OUR EARTH!!🙏🙏🙏ST. MICHAEL THE ARCHANGEL PROTECT US!!! @aldenrichards02 @mainedcm #TBADNBoycottDGxEBxCS3 https://t.co/ccajYYFqx1 https://t.co/Jo5RLSDarL,0
866,"The messenger RNA technology that developed successful covid-19 vaccines could transform medicine. Next up: sickle cell, HIV, and malaria. https://t.co/pWtEwBvott",0
867,"Despite severe technological barriers, some Native American tribes are vaccinating their members so efficiently that they've been able to branch out and offer coronavirus vaccines to people outside of their tribes. https://t.co/ZHj7iFUlrz",1
868,"As the distribution of COVID-19 vaccines widens in the U.S., varying eligibility rules and unequal access are sometimes breeding feelings of guilt, envy and judgment – particularly when the seemingly young and healthy get their shots. https://t.co/wYNSFG2sJA",0
869,"Ethiopian Airlines is set to take a lead role in ferrying COVID-19 vaccines around the world and expects demand for the service to last for up to three years, its head of cargo services said on Sunday. https://t.co/FHdR5dROL3 https://t.co/V2HtsgFmla",1
870,As per @CDCgov recs: Patients who received 1st dose of either the #Pfizer or #Moderna #COVID19 #vaccine and cannot complete the series due to supply or tolerability issues may get a single-dose of the J&amp;J vaccine 28 days after their initial mRNA vaccine. https://t.co/xNW1SD6vYA,1
871,"Everyone read this by @DrTedros. He calls for waiving intellectual property rights, as South Africa and India have suggested. For tech transfer, voluntary licensing. Dr Tedros is right. Its time to end vaccine monopolies. We need a #PeoplesVaccine https://t.co/6MoLqYo9gz",0
872,"The best vaccine is the one available to you. All three available COVID-19 vaccines have been proven to protect against serious illness, hospitalization, and death from COVID-19. Get pre-registered for the COVID-19 vaccine at: https://t.co/wc5BNe0myn https://t.co/nvDJ4LxicN",1
873,"Luckily in the USA, Federal Law prohibits employers and others from requiring vaccination with a COVID vaccine distributed under an Emergency Use Authorization: https://t.co/LzxSIkER7Y FDA clearly states that these are investigational vaccines. See p 9: https://t.co/rcgMqwiuDC",1
874,"Glad to see the Johnson &amp; Johnson vaccine approved for use, an encouraging sign in our fight against COVID-19. We need more vaccines to get here quickly so we can get them into the arms of Albertans. https://t.co/TA2wBaQecH",1
875,Philippine General Hospital Director Dr. Gerardo Legaspi urges Filipinos to trust in science and set aside other judgments that they may have on vaccines. Dr. Legaspi was the first healthcare worker to receive COVID-19 jab in the country. https://t.co/GqFOuxJKYR,1
876,"One woman came to get vaccinated by the Black Doctors Consortium the same night her mother died from COVID. We put a circle around her, and we talked to her, and we prayed with her, and we gave her the vaccine. https://t.co/7WAUmIdrdn",1
877,"The COVID-19 vaccines are safe, effective, and lifesaving—but we can only end this pandemic if people get them. Make sure to get vaccinated when it’s your turn. https://t.co/8IgfjLiaZn",1
878,"Alabama will begin offering COVID-19 vaccines to anyone age 55 and older, and anyone over 16 with certain health conditions on March 22. https://t.co/1BPEjKWimx https://t.co/GDfREjR2RQ",1
879,Billions of people at risk of COVID-19 are unlikely to receive a single dose of the life-saving vaccines this year. Our global campaign calling for universal access to #COVID19 vaccines launches today. Find out more... #PeoplesVaccine #AFairShot https://t.co/JphCtpRjbT,1
880,"#TouchdownAirplane The first batch of 468,000 COVID-19 vaccines under the #COVAX initiative has arrived. This is exciting news and big congratulations to @MoPHofficial. 👏 👏 👏 Read more: https://t.co/EOVhIROGNi @CEPIvaccines, @GAVI, @UNICEFSupply, @UNICEFROSA @UNICEF https://t.co/trxqHsivwN",1
881,"All three vaccines are very good—amazing, even—at protecting people’s health. No one should refrain from seeking vaccination on the theory that any might be second-rate. But it’s also true that the COVID-19 vaccines aren’t all the same. https://t.co/RyrhHdIMi9",1
882,"@JustinTrudeau @GovCanHealth Now that we've four fantastic vaccines to help reduce the spread o covid-19, it's time to relax cautiously, kindly #Free_COPR_Post_March18, We'd essentially follow the science, face masks, social distance and wash hands regularly #WeWillQuarantineInHotel ##canada_immigrationvisa https://t.co/SnQ1z4GPMc",0
883,"Good to meet with @POTUS, @VP, and a bipartisan group to brainstorm how we take a quantum leap forward to beat devastating diseases like cancer and Alzheimer’s. We must leverage the scientific power we’ve seen in the development of COVID-19 vaccines by experts like those at @NIH.",1
884,"I was invited to get my Covid-19 vaccine and today I went to my local GP surgery and had the first jab - quick, painless and it could save my life &amp; the lives of people around me. Please, when it's your turn, take the vaccine. Together we will beat Covid-19. #CovidVaccine https://t.co/NIOGlAMNDU",1
885,"The governments of the United States, the European Union and the United Kingdom, among others, objected to a popular proposal to temporarily waive any intellectual property rights for vaccines and treatments related to COVID-19. https://t.co/mklncxDYON",1
